act_fun	layers	neurons	alpha	iterations	batch_size	batch_count	std_dev	train_err	test_err	train_score	test_score		layers_structure
relu	4	130	1	1	100	1	1,5	0,1805	0,1805	9,75%	9,74%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	1	1	100	1	1,5	0,1158	0,1162	14,44%	14,58%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	1	1	100	1	1,5	0,1602	0,1604	9,73%	9,95%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	1	1	100	1	1,5	0,1803	0,1804	9,87%	9,80%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	1	1	100	100	1,5	0,0486	0,0467	66,24%	67,26%		[(784, 50), (50, 10)]
tanh	2	60	1	1	100	100	1,5	0,0463	0,0458	70,21%	70,48%		[(784, 50), (50, 10)]
relu	2	60	1	1	100	100	1,5	0,0691	0,0689	37,65%	37,73%		[(784, 50), (50, 10)]
sigmoid	3	80	1	1	100	100	1,5	0,0674	0,0671	45,52%	45,32%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	1	1	100	100	1,5	0,0641	0,0632	50,29%	50,70%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	1	1	100	100	1,5	0,0901	0,0901	9,92%	10,09%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	1	1	100	100	1,5	0,0531	0,0529	60,93%	61,10%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	1	1	100	100	1,5	0,0610	0,0600	57,90%	58,66%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	1	1	100	100	1,5	0,0900	0,0901	9,94%	10,10%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	1	1	100	100	1,5	0,0664	0,0652	48,72%	50,11%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	1	1	100	100	1,5	0,0882	0,0882	29,77%	29,76%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	1	1	100	100	1,5	0,0901	0,0901	9,92%	10,09%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	1	1	100	100	1,5	0,0750	0,0744	40,25%	40,58%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	1	1	100	100	1,5	0,0975	0,0970	19,94%	20,21%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	1	1	100	100	1,5	0,0901	0,0901	9,92%	10,09%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	1	1	100	300	1,5	0,0301	0,0289	79,15%	80,15%		[(784, 50), (50, 10)]
tanh	2	60	1	1	100	300	1,5	0,0314	0,0316	78,62%	78,67%		[(784, 50), (50, 10)]
relu	2	60	1	1	100	300	1,5	0,0562	0,0564	51,47%	50,79%		[(784, 50), (50, 10)]
sigmoid	3	80	1	1	100	300	1,5	0,0406	0,0390	70,60%	71,69%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	1	1	100	300	1,5	0,0464	0,0461	66,38%	66,66%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	1	1	100	300	1,5	0,0900	0,0900	9,87%	9,80%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	1	1	100	300	1,5	0,0353	0,0347	74,84%	75,27%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	1	1	100	300	1,5	0,0382	0,0379	73,33%	73,96%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	1	1	100	300	1,5	0,0900	0,0900	9,87%	9,80%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	1	1	100	300	1,5	0,0432	0,0424	68,71%	69,58%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	1	1	100	300	1,5	0,0624	0,0614	53,21%	54,43%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	1	1	100	300	1,5	0,0900	0,0900	9,87%	9,80%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	1	1	100	300	1,5	0,0489	0,0476	64,70%	65,96%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	1	1	100	300	1,5	0,0664	0,0673	52,78%	52,07%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	1	1	100	300	1,5	0,0900	0,0900	9,87%	9,80%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	1	1	500	1	1,5	0,1499	0,1489	9,11%	9,37%		[(784, 50), (50, 10)]
tanh	2	60	1	1	500	1	1,5	0,1479	0,1485	17,47%	17,05%		[(784, 50), (50, 10)]
relu	2	60	1	1	500	1	1,5	0,1594	0,1597	19,56%	19,45%		[(784, 50), (50, 10)]
sigmoid	3	80	1	1	500	1	1,5	0,1189	0,1195	12,11%	11,52%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	1	1	500	1	1,5	0,1473	0,1485	13,28%	13,13%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	1	1	500	1	1,5	0,1791	0,1794	10,44%	10,28%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	1	1	500	1	1,5	0,1438	0,1433	12,44%	12,79%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	1	1	500	1	1,5	0,1567	0,1556	12,93%	13,53%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	1	1	500	1	1,5	0,1796	0,1798	10,22%	10,10%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	1	1	500	1	1,5	0,1431	0,1437	12,57%	12,29%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	1	1	500	1	1,5	0,1551	0,1556	10,75%	10,46%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	1	1	500	1	1,5	0,1805	0,1805	9,75%	9,74%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	1	1	500	1	1,5	0,1312	0,1313	7,94%	7,53%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	1	1	500	1	1,5	0,1514	0,1506	13,04%	13,39%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	1	1	500	1	1,5	0,1803	0,1804	9,87%	9,80%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	1	1	500	100	1,5	0,0451	0,0444	68,01%	68,70%		[(784, 50), (50, 10)]
tanh	2	60	1	1	500	100	1,5	0,0416	0,0419	72,91%	72,80%		[(784, 50), (50, 10)]
relu	2	60	1	1	500	100	1,5	0,0698	0,0698	38,01%	37,97%		[(784, 50), (50, 10)]
sigmoid	3	80	1	1	500	100	1,5	0,0687	0,0676	46,63%	48,10%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	1	1	500	100	1,5	0,0628	0,0629	51,48%	50,81%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	1	1	500	100	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	1	1	500	100	1,5	0,0508	0,0498	62,32%	63,11%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	1	1	500	100	1,5	0,0578	0,0574	61,49%	61,97%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	1	1	500	100	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	1	1	500	100	1,5	0,0594	0,0582	53,71%	55,72%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	1	1	500	100	1,5	0,0675	0,0674	48,59%	48,71%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	1	1	500	100	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	1	1	500	100	1,5	0,0744	0,0737	37,52%	38,41%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	1	1	500	100	1,5	0,0713	0,0706	40,19%	40,52%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	1	1	500	100	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	1	1	500	300	1,5	0,0315	0,0310	78,00%	78,57%		[(784, 50), (50, 10)]
tanh	2	60	1	1	500	300	1,5	0,0302	0,0304	79,16%	79,20%		[(784, 50), (50, 10)]
relu	2	60	1	1	500	300	1,5	0,0520	0,0514	57,22%	57,69%		[(784, 50), (50, 10)]
sigmoid	3	80	1	1	500	300	1,5	0,0435	0,0435	69,26%	69,21%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	1	1	500	300	1,5	0,0426	0,0429	69,21%	68,98%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	1	1	500	300	1,5	0,0900	0,0900	11,24%	11,36%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	1	1	500	300	1,5	0,0345	0,0354	75,55%	75,03%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	1	1	500	300	1,5	0,0328	0,0346	77,17%	76,14%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	1	1	500	300	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	1	1	500	300	1,5	0,0423	0,0425	69,99%	69,69%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	1	1	500	300	1,5	0,0454	0,0455	66,86%	66,90%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	1	1	500	300	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	1	1	500	300	1,5	0,0465	0,0461	66,42%	67,07%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	1	1	500	300	1,5	0,0544	0,0545	59,68%	59,47%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	1	1	500	300	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	1	100	10	1	1,5	0,1449	0,1438	10,63%	10,90%		[(784, 50), (50, 10)]
tanh	2	60	1	100	10	1	1,5	0,1595	0,1590	11,25%	11,35%		[(784, 50), (50, 10)]
relu	2	60	1	100	10	1	1,5	0,1460	0,1429	22,53%	23,99%		[(784, 50), (50, 10)]
sigmoid	3	80	1	100	10	1	1,5	0,1158	0,1157	16,14%	16,39%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	1	100	10	1	1,5	0,1487	0,1471	12,31%	13,14%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	1	100	10	1	1,5	0,1060	0,1059	11,13%	11,25%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	1	100	10	1	1,5	0,1278	0,1266	17,35%	17,86%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	1	100	10	1	1,5	0,1508	0,1485	16,40%	17,64%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	1	100	10	1	1,5	0,1315	0,1302	8,96%	9,32%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	1	100	10	1	1,5	0,1162	0,1168	17,89%	17,60%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	1	100	10	1	1,5	0,1396	0,1387	17,03%	17,18%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	1	100	10	1	1,5	0,1206	0,1199	9,87%	9,56%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	1	100	10	1	1,5	0,1227	0,1224	15,63%	16,21%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	1	100	10	1	1,5	0,1369	0,1371	21,44%	21,38%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	1	100	10	1	1,5	0,1196	0,1178	9,92%	10,30%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	1	100	10	100	1,5	0,0356	0,0345	78,08%	78,67%		[(784, 50), (50, 10)]
tanh	2	60	1	100	10	100	1,5	0,0314	0,0302	82,36%	82,93%		[(784, 50), (50, 10)]
relu	2	60	1	100	10	100	1,5	0,0821	0,0817	21,03%	21,38%		[(784, 50), (50, 10)]
sigmoid	3	80	1	100	10	100	1,5	0,0361	0,0344	78,08%	79,18%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	1	100	10	100	1,5	0,0732	0,0725	52,89%	53,03%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	1	100	10	100	1,5	0,0908	0,0908	9,74%	9,82%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	1	100	10	100	1,5	0,0370	0,0368	77,18%	77,25%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	1	100	10	100	1,5	0,1605	0,1604	11,65%	11,71%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	1	100	10	100	1,5	0,0908	0,0908	9,71%	9,78%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	1	100	10	100	1,5	0,0408	0,0410	75,62%	75,67%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	1	100	10	100	1,5	0,1396	0,1399	10,14%	10,05%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	1	100	10	100	1,5	0,0907	0,0907	9,74%	9,82%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	1	100	10	100	1,5	0,0370	0,0366	78,39%	78,58%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	1	100	10	100	1,5	0,1553	0,1552	9,74%	9,82%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	1	100	10	100	1,5	0,0907	0,0907	9,74%	9,82%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	1	100	10	300	1,5	0,0230	0,0227	86,26%	86,35%		[(784, 50), (50, 10)]
tanh	2	60	1	100	10	300	1,5	0,0202	0,0206	88,84%	88,50%		[(784, 50), (50, 10)]
relu	2	60	1	100	10	300	1,5	0,0799	0,0796	20,63%	20,65%		[(784, 50), (50, 10)]
sigmoid	3	80	1	100	10	300	1,5	0,0227	0,0236	86,59%	86,05%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	1	100	10	300	1,5	0,0893	0,0891	43,69%	43,87%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	1	100	10	300	1,5	0,0905	0,0905	9,04%	8,91%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	1	100	10	300	1,5	0,0204	0,0198	87,82%	88,18%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	1	100	10	300	1,5	0,1771	0,1769	11,24%	11,35%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	1	100	10	300	1,5	0,0905	0,0905	9,04%	8,92%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	1	100	10	300	1,5	0,0210	0,0214	87,86%	87,73%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	1	100	10	300	1,5	0,1421	0,1421	9,87%	9,80%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	1	100	10	300	1,5	0,0905	0,0905	9,04%	8,92%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	1	100	10	300	1,5	0,0215	0,0228	87,72%	87,05%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	1	100	10	300	1,5	0,1059	0,1061	9,87%	9,80%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	1	100	10	300	1,5	0,0905	0,0905	9,04%	8,92%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	1	100	100	1	1,5	0,0988	0,0986	35,14%	35,31%		[(784, 50), (50, 10)]
tanh	2	60	1	100	100	1	1,5	0,1191	0,1186	31,88%	31,96%		[(784, 50), (50, 10)]
relu	2	60	1	100	100	1	1,5	0,1112	0,1109	30,45%	30,61%		[(784, 50), (50, 10)]
sigmoid	3	80	1	100	100	1	1,5	0,0891	0,0899	32,64%	32,67%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	1	100	100	1	1,5	0,1226	0,1222	20,75%	20,60%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	1	100	100	1	1,5	0,0911	0,0909	9,88%	9,80%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	1	100	100	1	1,5	0,1005	0,0996	31,97%	32,85%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	1	100	100	1	1,5	0,1334	0,1332	23,50%	23,29%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	1	100	100	1	1,5	0,0935	0,0930	9,92%	9,87%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	1	100	100	1	1,5	0,0912	0,0910	32,98%	33,33%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	1	100	100	1	1,5	0,1178	0,1165	24,64%	24,74%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	1	100	100	1	1,5	0,0907	0,0908	9,87%	9,80%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	1	100	100	1	1,5	0,0816	0,0800	36,33%	37,63%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	1	100	100	1	1,5	0,1098	0,1092	33,84%	34,03%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	1	100	100	1	1,5	0,0907	0,0908	9,87%	9,80%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	1	100	100	100	1,5	0,0151	0,0172	90,58%	89,20%		[(784, 50), (50, 10)]
tanh	2	60	1	100	100	100	1,5	0,0202	0,0217	87,48%	86,68%		[(784, 50), (50, 10)]
relu	2	60	1	100	100	100	1,5	0,0196	0,0209	88,22%	87,63%		[(784, 50), (50, 10)]
sigmoid	3	80	1	100	100	100	1,5	0,0191	0,0209	88,10%	87,05%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	1	100	100	100	1,5	0,0242	0,0255	84,67%	83,97%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	1	100	100	100	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	1	100	100	100	1,5	0,0182	0,0203	88,78%	87,52%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	1	100	100	100	1,5	0,0226	0,0255	86,41%	84,82%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	1	100	100	100	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	1	100	100	100	1,5	0,0215	0,0242	87,15%	85,47%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	1	100	100	100	1,5	0,0176	0,0181	88,90%	88,68%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	1	100	100	100	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	1	100	100	100	1,5	0,0213	0,0236	87,00%	85,66%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	1	100	100	100	1,5	0,0189	0,0199	87,96%	87,32%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	1	100	100	100	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	1	100	100	300	1,5	0,0091	0,0132	94,42%	91,66%		[(784, 50), (50, 10)]
tanh	2	60	1	100	100	300	1,5	0,0112	0,0154	93,11%	90,47%		[(784, 50), (50, 10)]
relu	2	60	1	100	100	300	1,5	0,0116	0,0141	92,99%	91,56%		[(784, 50), (50, 10)]
sigmoid	3	80	1	100	100	300	1,5	0,0104	0,0157	93,77%	90,34%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	1	100	100	300	1,5	0,0127	0,0172	92,15%	89,43%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	1	100	100	300	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	1	100	100	300	1,5	0,0096	0,0148	94,22%	91,02%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	1	100	100	300	1,5	0,0112	0,0169	93,23%	89,68%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	1	100	100	300	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	1	100	100	300	1,5	0,0104	0,0166	93,85%	90,25%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	1	100	100	300	1,5	0,0102	0,0125	93,58%	92,26%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	1	100	100	300	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	1	100	100	300	1,5	0,0119	0,0167	92,71%	89,92%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	1	100	100	300	1,5	0,0155	0,0171	90,03%	89,10%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	1	100	100	300	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	1	100	500	1	1,5	0,0660	0,0663	55,10%	55,04%		[(784, 50), (50, 10)]
tanh	2	60	1	100	500	1	1,5	0,0803	0,0775	51,38%	52,74%		[(784, 50), (50, 10)]
relu	2	60	1	100	500	1	1,5	0,0812	0,0814	49,53%	49,46%		[(784, 50), (50, 10)]
sigmoid	3	80	1	100	500	1	1,5	0,0671	0,0664	47,31%	48,01%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	1	100	500	1	1,5	0,0965	0,0951	38,17%	39,07%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	1	100	500	1	1,5	0,0909	0,0909	11,24%	11,36%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	1	100	500	1	1,5	0,0716	0,0705	49,38%	50,42%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	1	100	500	1	1,5	0,1103	0,1107	35,91%	35,68%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	1	100	500	1	1,5	0,0903	0,0903	11,24%	11,33%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	1	100	500	1	1,5	0,0765	0,0764	38,90%	38,88%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	1	100	500	1	1,5	0,1074	0,1083	30,19%	29,63%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	1	100	500	1	1,5	0,0902	0,0902	11,24%	11,35%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	1	100	500	1	1,5	0,0652	0,0645	51,23%	52,25%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	1	100	500	1	1,5	0,0997	0,1011	33,98%	33,13%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	1	100	500	1	1,5	0,0902	0,0902	11,24%	11,35%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	1	100	500	100	1,5	0,0097	0,0120	93,66%	91,89%		[(784, 50), (50, 10)]
tanh	2	60	1	100	500	100	1,5	0,0112	0,0149	92,71%	90,53%		[(784, 50), (50, 10)]
relu	2	60	1	100	500	100	1,5	0,0109	0,0126	93,02%	92,21%		[(784, 50), (50, 10)]
sigmoid	3	80	1	100	500	100	1,5	0,0098	0,0136	93,63%	91,16%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	1	100	500	100	1,5	0,0159	0,0217	89,78%	85,93%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	1	100	500	100	1,5	0,0810	0,0810	20,82%	21,06%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	1	100	500	100	1,5	0,0094	0,0142	93,92%	90,72%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	1	100	500	100	1,5	0,0147	0,0239	90,71%	84,86%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	1	100	500	100	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	1	100	500	100	1,5	0,0096	0,0142	93,90%	90,84%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	1	100	500	100	1,5	0,0166	0,0227	89,67%	85,97%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	1	100	500	100	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	1	100	500	100	1,5	0,0121	0,0157	92,15%	89,96%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	1	100	500	100	1,5	0,0161	0,0186	89,63%	87,82%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	1	100	500	100	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	1	100	500	300	1,5	0,0046	0,0094	97,09%	94,02%		[(784, 50), (50, 10)]
tanh	2	60	1	100	500	300	1,5	0,0063	0,0116	95,98%	92,58%		[(784, 50), (50, 10)]
relu	2	60	1	100	500	300	1,5	0,0077	0,0107	94,86%	93,11%		[(784, 50), (50, 10)]
sigmoid	3	80	1	100	500	300	1,5	0,0052	0,0113	96,76%	92,91%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	1	100	500	300	1,5	0,0087	0,0184	94,52%	88,39%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	1	100	500	300	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	1	100	500	300	1,5	0,0032	0,0110	98,08%	93,06%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	1	100	500	300	1,5	0,0067	0,0201	95,74%	87,51%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	1	100	500	300	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 70), (70, 50), (50, 10)]
sigmoid	4	130	1	100	500	300	1,5	0,0036	0,0118	97,83%	92,81%		[(784, 50), (50, 40), (40, 30), (30, 10)]
tanh	4	130	1	100	500	300	1,5	0,0096	0,0185	93,96%	88,64%		[(784, 50), (50, 40), (40, 30), (30, 10)]
relu	4	130	1	100	500	300	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 50), (50, 40), (40, 30), (30, 10)]
sigmoid	4	100	1	100	500	300	1,5	0,0069	0,0124	95,59%	92,23%		[(784, 20), (20, 40), (40, 30), (30, 10)]
tanh	4	100	1	100	500	300	1,5	0,0130	0,0177	91,97%	89,16%		[(784, 20), (20, 40), (40, 30), (30, 10)]
relu	4	100	1	100	500	300	1,5	0,0900	0,0900	11,24%	11,35%		[(784, 20), (20, 40), (40, 30), (30, 10)]
sigmoid	2	60	1	600	10	1	1,5	0,1348	0,1340	18,30%	18,70%		[(784, 50), (50, 10)]
tanh	2	60	1	600	10	1	1,5	0,1584	0,1573	12,45%	12,85%		[(784, 50), (50, 10)]
relu	2	60	1	600	10	1	1,5	0,1514	0,1508	23,55%	23,91%		[(784, 50), (50, 10)]
sigmoid	3	80	1	600	10	1	1,5	0,1254	0,1250	17,64%	18,10%		[(784, 50), (50, 20), (20, 10)]
tanh	3	80	1	600	10	1	1,5	0,1387	0,1391	18,57%	18,40%		[(784, 50), (50, 20), (20, 10)]
relu	3	80	1	600	10	1	1,5	0,1073	0,1066	10,44%	10,29%		[(784, 50), (50, 20), (20, 10)]
sigmoid	3	130	1	600	10	1	1,5	0,1293	0,1279	17,70%	18,25%		[(784, 70), (70, 50), (50, 10)]
tanh	3	130	1	600	10	1	1,5	0,1451	0,1452	19,40%	19,63%		[(784, 70), (70, 50), (50, 10)]
relu	3	130	1	600	10	1	1,5	0,1210	0,1205	9,84%	9,71%		[(784, 70), (70, 50), (50, 10)]
